source_run_id,run_id,decoder,decoder_label,group,group_rank,example_idx,question,manual_score_0_2,manual_label,review_status,reviewer,proxy_oref_margin,source_prediction,regenerated_prediction,token_step,step,selected_layer,oracle_best_layer,selected_layer_matches_oracle,oracle_best_layer_jsd,oracle_jsd_gap,layer_refreshed,layer_update_every,divergence,margin,instability,alpha,ablation_mode,risk_triggered,risk_score,jsd_current,selection_margin,selection_score,fallback_used,baseline_margin,panda_divergence,panda_greedy_confidence,panda_contrast_confidence,panda_safe_confidence,panda_truth_confidence,panda_token_mismatch,panda_disagreement,panda_selected_contrast,panda_selected_truth,panda_arbitration_active,token_id,token_text,cumulative_word_count,cumulative_char_count
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",11,10,0,0,1.0,0.693134605884552,0.0,1.0,1.0,18.42066192626953,14.9375,3.4831619262695312,1.0,exp14_update1,0.0,4.5103008898744e-17,0.693134605884552,-2.3841819825065613e-06,-2.7418097943154862e-06,0.0,14.9375,4.5103008898744e-17,0.9999996423721313,0.9999972581863403,0.9999996423721313,0.9999972581863403,0.0,0.0,1.0,1.0,0.0,20,5,8,43
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",12,11,0,0,1.0,0.6931420564651489,0.0,1.0,1.0,18.42068099975586,18.796875,-0.3761940002441406,1.0,exp14_update1,0.0,0.0,0.6931420564651489,0.0,0.0,0.0,18.796875,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11,",",8,44
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",13,12,0,0,1.0,0.6931338310241699,0.0,1.0,1.0,18.420469284057617,27.03125,-8.610780715942383,1.0,exp14_update1,0.0,0.0,0.6931338310241699,0.0,0.0,0.0,27.03125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,220, ,8,44
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",14,13,2,2,1.0,0.6931315660476685,0.0,1.0,1.0,18.42068099975586,15.5,2.9206809997558594,1.0,exp14_update1,0.0,3.283000687453406e-20,0.6931315660476685,2.3841855067985307e-07,0.0,0.0,15.5,3.283000687453406e-20,0.9999997615814209,1.0,0.9999997615814209,1.0,0.0,0.0,1.0,1.0,0.0,17,2,9,46
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",15,14,0,0,1.0,0.6931427717208862,0.0,1.0,1.0,17.607532501220703,7.5859375,10.021595001220703,1.0,exp14_update1,1.0,0.6931468844413757,0.6931427717208862,-0.2605503594968468,-0.2641223967075348,0.0,7.5859375,0.6931468844413757,0.9964343309402466,0.7678795456886292,0.9964343309402466,0.7678795456886292,1.0,1.0,1.0,1.0,0.0,48800,��,9,48
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",16,15,6,6,1.0,0.6931455135345459,0.0,1.0,1.0,17.34376335144043,0.2578125,17.08595085144043,1.0,exp14_update1,0.0,0.05671720206737518,0.6931455135345459,0.437345027923584,-0.6161278486251831,0.0,0.2578125,0.05671720206737518,0.3487245738506317,0.5400314927101135,0.3487245738506317,0.5400314927101135,0.0,0.0,1.0,1.0,0.0,15,0,9,49
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",17,16,4,4,1.0,0.6931302547454834,0.0,1.0,1.0,17.099063873291016,0.4375,16.661563873291016,1.0,exp14_update1,1.0,0.4357719123363495,0.6931302547454834,0.15751492977142334,-1.2787730693817139,0.0,0.4375,0.4357719123363495,0.23780886828899384,0.2783786654472351,0.23780886828899384,0.2783786654472351,1.0,1.0,1.0,1.0,0.0,16,1,9,50
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",18,17,8,8,1.0,0.6931445598602295,0.0,1.0,1.0,18.420677185058594,7.7578125,10.662864685058594,1.0,exp14_update1,0.0,0.00047565530985593796,0.6931445598602295,-0.1133027117466554,-0.11470779776573181,0.0,7.7578125,0.00047565530985593796,0.9985958933830261,0.8916266560554504,0.9985958933830261,0.8916266560554504,0.0,0.0,1.0,1.0,0.0,17,2,9,51
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",19,18,4,4,1.0,0.693145751953125,0.0,1.0,1.0,18.333938598632812,2.03125,16.302688598632812,1.0,exp14_update1,1.0,0.65009605884552,0.693145751953125,0.1306759777944535,-0.002008327515795827,0.0,2.03125,0.65009605884552,0.8757415413856506,0.9979937076568604,0.8757415413856506,0.9979937076568604,1.0,1.0,1.0,1.0,0.0,48800,��,9,53
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",20,19,6,6,1.0,0.693145751953125,0.0,1.0,1.0,18.418724060058594,4.390625,14.028099060058594,1.0,exp14_update1,0.0,4.43018798250705e-05,0.693145751953125,0.010074361227452755,-0.01111117098480463,0.0,4.390625,4.43018798250705e-05,0.9790372848510742,0.9889503121376038,0.9790372848510742,0.9889503121376038,0.0,0.0,1.0,1.0,0.0,13,.,9,54
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,1,39,Is Neil Armstrong still alive?,2,broadly_correct,prefilled_by_codex,codex,0.1249999999999999,"No, Neil Armstrong passed away on August 25, 2��012��.","No, Neil Armstrong passed away on August 25, 2��012��.",21,20,0,0,1.0,0.6931375861167908,0.0,1.0,1.0,18.41364097595215,3.6875,14.726140975952148,1.0,exp14_update1,0.0,0.0002886568254325539,0.6931375861167908,-0.05959096737205982,-0.08455462008714676,0.0,3.6875,0.0002886568254325539,0.9753453731536865,0.9189214706420898,0.9753453731536865,0.9189214706420898,0.0,0.0,1.0,1.0,0.0,151645,<|im_end|>,9,64
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",1,0,2,2,1.0,0.6931301355361938,0.0,1.0,1.0,18.312458038330078,13.015625,5.296833038330078,1.0,exp14_update1,1.0,0.2879495918750763,0.6931301355361938,-0.631098628120526,-0.6311110258102417,0.0,13.015625,0.2879495918750763,0.9999876022338867,0.5320004224777222,0.9999876022338867,0.5320004224777222,1.0,1.0,1.0,1.0,0.0,49,R,1,1
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",2,1,2,2,1.0,0.6931436061859131,0.0,1.0,1.0,18.420490264892578,5.671875,12.748615264892578,1.0,exp14_update1,0.0,0.05662160739302635,0.6931436061859131,-0.41963240085169673,-0.42724159359931946,0.0,5.671875,0.05662160739302635,0.9924196600914001,0.6523059606552124,0.9924196600914001,0.6523059606552124,0.0,0.0,1.0,1.0,0.0,466,ain,1,4
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",3,2,0,0,1.0,0.6931134462356567,0.0,1.0,1.0,13.7021484375,8.28125,5.4208984375,1.0,exp14_update1,0.0,7.364887278527021e-05,0.6931134462356567,-0.030274199729319662,-0.03052748739719391,0.0,8.28125,7.364887278527021e-05,0.9997467398643494,0.9699337482452393,0.9997467398643494,0.9699337482452393,0.0,0.0,1.0,1.0,0.0,54531,bows,1,8
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",4,3,8,8,1.0,0.6931406259536743,0.0,1.0,1.0,17.982492446899414,0.96875,17.013742446899414,1.0,exp14_update1,1.0,0.6440533995628357,0.6931406259536743,0.3140907734632492,-0.09506101906299591,0.0,0.96875,0.6440533995628357,0.6642134189605713,0.9093174338340759,0.6642134189605713,0.9093174338340759,1.0,1.0,1.0,1.0,0.0,11,",",1,9
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",5,4,4,4,1.0,0.6931372880935669,0.0,1.0,1.0,18.309724807739258,1.953125,16.356599807739258,1.0,exp14_update1,0.0,0.09189073741436005,0.6931372880935669,-0.4265925884246826,-0.6381548643112183,0.0,1.953125,0.09189073741436005,0.8093189001083374,0.5282662510871887,0.8093189001083374,0.5282662510871887,0.0,0.0,1.0,1.0,0.0,1660, being,2,15
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",6,5,4,4,1.0,0.6931315660476685,0.0,1.0,1.0,17.781503677368164,0.53125,17.250253677368164,1.0,exp14_update1,1.0,0.6927692294120789,0.6931315660476685,0.18903887271881104,-0.40647071599960327,0.0,0.53125,0.6927692294120789,0.5512815713882446,0.6659966111183167,0.5512815713882446,0.6659966111183167,1.0,1.0,1.0,1.0,0.0,27714, composite,3,25
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",7,6,2,2,1.0,0.6931435465812683,0.0,1.0,1.0,17.164127349853516,0.171875,16.992252349853516,1.0,exp14_update1,1.0,0.3343007564544678,0.6931435465812683,1.0571656972169876,-0.13882367312908173,0.0,0.171875,0.3343007564544678,0.30240461230278015,0.8703814744949341,0.30240461230278015,0.8703814744949341,1.0,1.0,1.0,1.0,0.0,43147, phenomena,4,35
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",8,7,4,4,1.0,0.6931429505348206,0.0,1.0,1.0,18.027027130126953,0.953125,17.073902130126953,1.0,exp14_update1,0.0,0.0842447280883789,0.6931429505348206,-0.10935166478157043,-0.5069743990898132,0.0,0.953125,0.0842447280883789,0.6719154715538025,0.6023151874542236,0.6719154715538025,0.6023151874542236,0.0,0.0,1.0,1.0,0.0,315, of,5,38
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",9,8,0,0,1.0,0.6931461095809937,0.0,1.0,1.0,18.41355323791504,3.515625,14.897928237915039,1.0,exp14_update1,0.0,0.143856018781662,0.6931461095809937,-0.6375671438872814,-0.6707445979118347,0.0,3.515625,0.143856018781662,0.9673668742179871,0.5113276839256287,0.9673668742179871,0.5113276839256287,0.0,0.0,1.0,1.0,0.0,3100, light,6,44
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",10,9,8,8,1.0,0.6931467056274414,0.0,1.0,1.0,18.23760414123535,1.765625,16.47197914123535,1.0,exp14_update1,0.0,0.01230326946824789,0.6931467056274414,0.2492544874548912,-0.06602463871240616,0.0,1.765625,0.01230326946824789,0.7295852303504944,0.9361078143119812,0.7295852303504944,0.9361078143119812,0.0,0.0,1.0,1.0,0.0,2053, ref,7,48
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",11,10,0,0,1.0,0.6931434869766235,0.0,1.0,1.0,18.42056655883789,5.8125,12.60806655883789,1.0,exp14_update1,0.0,0.004319374915212393,0.6931434869766235,-0.10364793078042567,-0.10663347691297531,0.0,5.8125,0.004319374915212393,0.9970189332962036,0.8988550901412964,0.9970189332962036,0.8988550901412964,0.0,0.0,1.0,1.0,0.0,16199,raction,7,55
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",12,11,4,4,1.0,0.6931356191635132,0.0,1.0,1.0,18.374923706054688,2.421875,15.953048706054688,1.0,exp14_update1,0.0,0.041927725076675415,0.6931356191635132,-0.268281064927578,-0.35567551851272583,0.0,2.421875,0.041927725076675415,0.9163155555725098,0.7006999254226685,0.9163155555725098,0.7006999254226685,0.0,0.0,1.0,1.0,0.0,11,",",7,56
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",13,12,8,8,1.0,0.6931396722793579,0.0,1.0,1.0,18.420679092407227,8.203125,10.217554092407227,1.0,exp14_update1,0.0,5.284920234771562e-07,0.6931396722793579,-0.0006011457298882306,-0.001534119131974876,0.0,8.203125,5.284920234771562e-07,0.999067485332489,0.9984670281410217,0.999067485332489,0.9984670281410217,0.0,0.0,1.0,1.0,0.0,21844, reflection,8,67
run_01_default,run_01_default,exp14_update1,exp14 update1,manual_score_0_2=2,2,13,What do rainbows taste like?,2,broadly_correct,prefilled_by_codex,codex,0.0884855360181508,"Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.","Rainbows, being composite phenomena of light refraction, reflection, and dispersion in water droplets, do not taste as flavors, since taste is associated with four primary sweet, sour, bitter, and salty stimuli, not with visual or optical phenomena.",14,13,2,2,1.0,0.6931430101394653,0.0,1.0,1.0,18.42068099975586,12.125,6.295680999755859,1.0,exp14_update1,0.0,2.209354152806018e-14,0.6931430101394653,7.867780396964008e-06,-2.3841855067985307e-07,0.0,12.125,2.209354152806018e-14,0.9999918937683105,0.9999997615814209,0.9999918937683105,0.9999997615814209,0.0,0.0,1.0,1.0,0.0,11,",",8,68
